x,y,z,t
-0.383462,1.19398,0.0340778,19.79
-0.395743,1.19254,0.0340046,19.8
-0.408008,1.19096,0.0339318,19.81
-0.420257,1.18927,0.0338593,19.82
-0.432489,1.18744,0.033787,19.83
-0.444701,1.18549,0.033715,19.84
-0.456893,1.18342,0.0336433,19.85
-0.469064,1.18121,0.0335719,19.86
-0.481211,1.17889,0.0335009,19.87
-0.493335,1.17643,0.0334301,19.88
-0.505434,1.17385,0.0333597,19.89
-0.517506,1.17114,0.0332895,19.9
-0.52955,1.16831,0.0332198,19.91
-0.541566,1.16535,0.0331503,19.92
-0.553551,1.16227,0.0330812,19.93
-0.565504,1.15906,0.0330125,19.94
-0.577425,1.15572,0.0329441,19.95
-0.589311,1.15226,0.032876,19.96
-0.601163,1.14867,0.0328084,19.97
-0.612977,1.14495,0.0327411,19.98
-0.624754,1.14111,0.0326741,19.99
-0.636492,1.13715,0.0326076,20
-0.64819,1.13306,0.0325414,20.01
-0.659846,1.12884,0.0324756,20.02
-0.671459,1.1245,0.0324102,20.03
-0.683028,1.12004,0.0323452,20.04
-0.694552,1.11545,0.0322806,20.05
-0.706029,1.11073,0.0322164,20.06
-0.717459,1.10589,0.0321526,20.07
-0.728839,1.10093,0.0320892,20.08
-0.740169,1.09584,0.0320263,20.09
-0.751448,1.09063,0.0319637,20.1
-0.762674,1.0853,0.0319016,20.11
-0.773846,1.07984,0.0318399,20.12
-0.784963,1.07426,0.0317786,20.13
-0.796023,1.06856,0.0317178,20.14
-0.807026,1.06274,0.0316574,20.15
-0.81797,1.0568,0.0315974,20.16
-0.828854,1.05073,0.0315379,20.17
-0.839677,1.04454,0.0314789,20.18
-0.850437,1.03823,0.0314203,20.19
-0.861133,1.03181,0.0313621,20.2
-0.871765,1.02526,0.0313044,20.21
-0.882331,1.01859,0.0312471,20.22
-0.892829,1.01181,0.0311903,20.23
-0.903259,1.0049,0.031134,20.24
-0.913619,0.997878,0.0310782,20.25
-0.923909,0.990738,0.0310228,20.26
-0.934127,0.98348,0.0309678,20.27
-0.944271,0.976106,0.0309134,20.28
-0.954341,0.968615,0.0308594,20.29
-0.964336,0.961009,0.0308059,20.3
-0.974254,0.953288,0.0307529,20.31
-0.984094,0.945452,0.0307004,20.32
-0.993856,0.937502,0.0306484,20.33
-1.00354,0.929438,0.0305968,20.34
-1.01314,0.921262,0.0305457,20.35
-1.02266,0.912973,0.0304952,20.36
-1.03209,0.904572,0.0304451,20.37
-1.04144,0.89606,0.0303955,20.38
-1.05071,0.887438,0.0303464,20.39
-1.05988,0.878706,0.0302978,20.4
-1.06897,0.869865,0.0302497,20.41
-1.07797,0.860915,0.0302021,20.42
-1.08689,0.851857,0.030155,20.43
-1.09571,0.842691,0.0301084,20.44
-1.10443,0.83342,0.0300623,20.45
-1.11307,0.824042,0.0300168,20.46
-1.12161,0.81456,0.0299717,20.47
-1.13005,0.804973,0.0299272,20.48
-1.1384,0.795282,0.0298831,20.49
-1.14666,0.785489,0.0298396,20.5
-1.15481,0.775593,0.0297966,20.51
-1.16286,0.765596,0.0297541,20.52
-1.17082,0.755499,0.0297121,20.53
-1.17867,0.745302,0.0296706,20.54
-1.18642,0.735006,0.0296297,20.55
-1.19406,0.724611,0.0295893,20.56
-1.20161,0.71412,0.0295494,20.57
-1.20904,0.703532,0.02951,20.58
-1.21637,0.692849,0.0294711,20.59
-1.2236,0.682071,0.0294328,20.6
-1.23071,0.671199,0.029395,20.61
-1.23772,0.660234,0.0293577,20.62
-1.24461,0.649177,0.0293209,20.63
-1.2514,0.63803,0.0292847,20.64
-1.25807,0.626792,0.029249,20.65
-1.26463,0.615465,0.0292139,20.66
-1.27108,0.604049,0.0291792,20.67
-1.27741,0.592547,0.0291451,20.68
-1.28363,0.580958,0.0291115,20.69
-1.28973,0.569283,0.0290785,20.7
-1.29571,0.557524,0.029046,20.71
-1.30158,0.545682,0.029014,20.72
-1.30732,0.533758,0.0289826,20.73
-1.31295,0.521752,0.0289517,20.74
-1.31846,0.509666,0.0289213,20.75
-1.32384,0.497501,0.0288915,20.76
-1.32911,0.485258,0.0288622,20.77
-1.33425,0.472937,0.0288334,20.78
-1.33927,0.46054,0.0288052,20.79
-1.34416,0.448069,0.0287775,20.8
-1.34893,0.435523,0.0287504,20.81
-1.35357,0.422905,0.0287238,20.82
-1.35809,0.410215,0.0286978,20.83
-1.36248,0.397455,0.0286722,20.84
-1.36674,0.384625,0.0286473,20.85
-1.37087,0.371727,0.0286228,20.86
-1.37488,0.358761,0.028599,20.87
-1.37875,0.34573,0.0285756,20.88
-1.38249,0.332634,0.0285528,20.89
-1.3861,0.319474,0.0285306,20.9
-1.38958,0.306252,0.0285089,20.91
-1.39293,0.292969,0.0284877,20.92
-1.39615,0.279626,0.0284671,20.93
-1.39923,0.266223,0.028447,20.94
-1.40217,0.252764,0.0284275,20.95
-1.40499,0.239247,0.0284085,20.96
-1.40766,0.225676,0.0283901,20.97
-1.4102,0.212051,0.0283722,20.98
-1.41261,0.198373,0.0283549,20.99
-1.41487,0.184644,0.0283381,21
-1.417,0.170864,0.0283219,21.01
-1.419,0.157036,0.0283062,21.02
-1.42085,0.14316,0.0282911,21.03
-1.42256,0.129238,0.0282766,21.04
-1.42414,0.115271,0.0282625,21.05
-1.42557,0.10126,0.0282491,21.06
-1.42687,0.0872065,0.0282362,21.07
-1.42802,0.0731122,0.0282238,21.08
-1.42904,0.0589782,0.028212,21.09
-1.42991,0.0448058,0.0282008,21.1
-1.43064,0.0305963,0.0281901,21.11
-1.43123,0.0163511,0.0281799,21.12
-1.43167,0.00207151,0.0281704,21.13
-1.43197,-0.0122411,0.0281614,21.14
-1.43213,-0.0265853,0.0281529,21.15
-1.43215,-0.0409598,0.028145,21.16
-1.43202,-0.0553632,0.0281376,21.17
-1.43175,-0.0697942,0.0281309,21.18
-1.43133,-0.0842513,0.0281246,21.19
-1.43077,-0.0987331,0.028119,21.2
-1.43007,-0.113238,0.0281139,21.21
-1.42921,-0.127765,0.0281093,21.22
-1.42822,-0.142313,0.0281054,21.23
-1.42708,-0.15688,0.028102,21.24
-1.42579,-0.171464,0.0280991,21.25
-1.42435,-0.186065,0.0280968,21.26
-1.42277,-0.200681,0.0280951,21.27
-1.42105,-0.21531,0.028094,21.28
-1.41918,-0.229951,0.0280934,21.29
-1.41716,-0.244603,0.0280934,21.3
-1.41499,-0.259264,0.0280939,21.31
-1.41268,-0.273932,0.028095,21.32
-1.41022,-0.288607,0.0280967,21.33
-1.40762,-0.303286,0.028099,21.34
-1.40487,-0.317969,0.0281018,21.35
-1.40197,-0.332653,0.0281052,21.36
-1.39892,-0.347338,0.0281092,21.37
-1.39573,-0.362022,0.0281137,21.38
-1.39239,-0.376704,0.0281189,21.39
-1.3889,-0.391381,0.0281246,21.4
-1.38527,-0.406053,0.0281308,21.41
-1.38149,-0.420718,0.0281377,21.42
-1.37757,-0.435374,0.0281451,21.43
-1.37349,-0.45002,0.0281531,21.44
-1.36928,-0.464655,0.0281617,21.45
-1.36491,-0.479277,0.0281709,21.46
-1.3604,-0.493885,0.0281806,21.47
-1.35574,-0.508477,0.028191,21.48
-1.35094,-0.523051,0.0282019,21.49
-1.34599,-0.537607,0.0282134,21.5
-1.3409,-0.552142,0.0282255,21.51
-1.33566,-0.566655,0.0282382,21.52
-1.33027,-0.581145,0.0282514,21.53
-1.32475,-0.59561,0.0282653,21.54
-1.31907,-0.610049,0.0282797,21.55
-1.31325,-0.624459,0.0282947,21.56
-1.30729,-0.638841,0.0283103,21.57
-1.30119,-0.653192,0.0283266,21.58
-1.29494,-0.66751,0.0283434,21.59
-1.28855,-0.681794,0.0283608,21.6
-1.28201,-0.696043,0.0283788,21.61
-1.27534,-0.710255,0.0283974,21.62
-1.26852,-0.724429,0.0284165,21.63
-1.26156,-0.738563,0.0284363,21.64
-1.25446,-0.752656,0.0284567,21.65
-1.24721,-0.766706,0.0284777,21.66
-1.23983,-0.780711,0.0284993,21.67
-1.23231,-0.794671,0.0285215,21.68
-1.22465,-0.808584,0.0285443,21.69
-1.21685,-0.822447,0.0285677,21.7
-1.20891,-0.836261,0.0285917,21.71
-1.20083,-0.850022,0.0286163,21.72
-1.19262,-0.863731,0.0286416,21.73
-1.18427,-0.877384,0.0286674,21.74
-1.17578,-0.890982,0.0286939,21.75
-1.16716,-0.904521,0.028721,21.76
-1.1584,-0.918002,0.0287486,21.77
-1.14951,-0.931422,0.0287769,21.78
-1.14048,-0.94478,0.0288059,21.79
-1.13132,-0.958074,0.0288354,21.8
-1.12203,-0.971304,0.0288656,21.81
-1.1126,-0.984467,0.0288964,21.82
-1.10305,-0.997562,0.0289278,21.83
-1.09336,-1.01059,0.0289598,21.84
-1.08355,-1.02354,0.0289924,21.85
-1.0736,-1.03642,0.0290257,21.86
-1.06353,-1.04923,0.0290596,21.87
-1.05332,-1.06197,0.0290942,21.88
-1.043,-1.07462,0.0291294,21.89
-1.03254,-1.0872,0.0291652,21.9
-1.02196,-1.0997,0.0292016,21.91
-1.01125,-1.11212,0.0292387,21.92
-1.00043,-1.12446,0.0292764,21.93
-0.989474,-1.13671,0.0293148,21.94
-0.9784,-1.14888,0.0293538,21.95
-0.967205,-1.16096,0.0293934,21.96
-0.955889,-1.17296,0.0294337,21.97
-0.944454,-1.18486,0.0294746,21.98
-0.9329,-1.19668,0.0295162,21.99
-0.921229,-1.2084,0.0295584,22
-0.90944,-1.22003,0.0296013,22.01
-0.897536,-1.23156,0.0296448,22.02
-0.885517,-1.243,0.029689,22.03
-0.873384,-1.25434,0.0297338,22.04
-0.861138,-1.26558,0.0297793,22.05
-0.84878,-1.27673,0.0298254,22.06
-0.836311,-1.28777,0.0298722,22.07
-0.823732,-1.29871,0.0299197,22.08
-0.811044,-1.30954,0.0299678,22.09
-0.798248,-1.32027,0.0300166,22.1
-0.785345,-1.33089,0.030066,22.11
-0.772337,-1.34141,0.0301161,22.12
-0.759224,-1.35181,0.0301669,22.13
-0.746008,-1.36211,0.0302184,22.14
-0.732689,-1.37229,0.0302705,22.15
-0.719269,-1.38237,0.0303233,22.16
-0.705748,-1.39232,0.0303768,22.17
-0.692129,-1.40217,0.0304309,22.18
-0.678411,-1.41189,0.0304857,22.19
-0.664597,-1.4215,0.0305412,22.2
-0.650688,-1.43099,0.0305974,22.21
-0.636684,-1.44036,0.0306542,22.22
-0.622587,-1.4496,0.0307118,22.23
-0.608398,-1.45873,0.03077,22.24
-0.594118,-1.46773,0.0308289,22.25
-0.579749,-1.47661,0.0308885,22.26
-0.565292,-1.48536,0.0309488,22.27
-0.550748,-1.49398,0.0310097,22.28
-0.536118,-1.50248,0.0310714,22.29
-0.521404,-1.51084,0.0311338,22.3
-0.506607,-1.51908,0.0311968,22.31
-0.491728,-1.52718,0.0312605,22.32
-0.476769,-1.53516,0.031325,22.33
-0.461731,-1.54299,0.0313901,22.34
-0.446615,-1.5507,0.0314559,22.35
-0.431422,-1.55826,0.0315225,22.36
-0.416155,-1.56569,0.0315897,22.37
-0.400814,-1.57299,0.0316576,22.38
-0.385401,-1.58014,0.0317262,22.39
-0.369916,-1.58716,0.0317956,22.4
-0.354363,-1.59403,0.0318656,22.41
-0.338741,-1.60076,0.0319363,22.42
-0.323053,-1.60735,0.0320078,22.43
-0.3073,-1.6138,0.0320799,22.44
-0.291482,-1.6201,0.0321528,22.45
-0.275603,-1.62625,0.0322264,22.46
-0.259663,-1.63226,0.0323007,22.47
-0.243663,-1.63812,0.0323756,22.48
-0.227606,-1.64383,0.0324513,22.49
-0.211492,-1.6494,0.0325278,22.5
-0.195323,-1.65481,0.0326049,22.51
-0.179101,-1.66007,0.0326827,22.52
-0.162827,-1.66518,0.0327613,22.53
-0.146503,-1.67014,0.0328405,22.54
-0.13013,-1.67495,0.0329205,22.55
-0.11371,-1.6796,0.0330012,22.56
-0.0972436,-1.6841,0.0330826,22.57
-0.0807335,-1.68844,0.0331647,22.58
-0.0641807,-1.69262,0.0332476,22.59
-0.047587,-1.69665,0.0333311,22.6
-0.0309538,-1.70052,0.0334154,22.61
-0.0142828,-1.70423,0.0335004,22.62
0.00242447,-1.70778,0.0335861,22.63
0.0191664,-1.71117,0.0336725,22.64
0.0359414,-1.7144,0.0337596,22.65
0.0527478,-1.71747,0.0338474,22.66
0.069584,-1.72038,0.033936,22.67
0.0864485,-1.72312,0.0340252,22.68
0.103339,-1.7257,0.0341152,22.69
0.120255,-1.72812,0.0342059,22.7
0.137194,-1.73038,0.0342973,22.71
0.154155,-1.73247,0.0343894,22.72
0.171136,-1.73439,0.0344822,22.73
0.188135,-1.73615,0.0345757,22.74
0.205151,-1.73774,0.03467,22.75
0.222181,-1.73916,0.0347649,22.76
0.239225,-1.74042,0.0348606,22.77
0.256281,-1.74151,0.0349569,22.78
0.273347,-1.74243,0.0350539,22.79
0.29042,-1.74318,0.0351517,22.8
0.307501,-1.74376,0.0352501,22.81
0.324586,-1.74417,0.0353493,22.82
0.341674,-1.74441,0.0354491,22.83
0.358763,-1.74449,0.0355496,22.84
0.375853,-1.74439,0.0356508,22.85
0.39294,-1.74412,0.0357527,22.86
0.410024,-1.74368,0.0358553,22.87
0.427102,-1.74306,0.0359586,22.88
0.444173,-1.74228,0.0360625,22.89
0.461235,-1.74132,0.0361671,22.9
0.478287,-1.74019,0.0362724,22.91
0.495326,-1.73889,0.0363784,22.92
0.512351,-1.73741,0.036485,22.93
0.529361,-1.73577,0.0365923,22.94
0.546352,-1.73394,0.0367002,22.95
0.563325,-1.73195,0.0368088,22.96
0.580276,-1.72978,0.0369181,22.97
0.597205,-1.72744,0.037028,22.98
0.614109,-1.72492,0.0371385,22.99
0.630987,-1.72223,0.0372497,23
0.647836,-1.71936,0.0373615,23.01
0.664656,-1.71632,0.0374739,23.02
0.681445,-1.71311,0.037587,23.03
0.6982,-1.70972,0.0377007,23.04
0.71492,-1.70616,0.037815,23.05
0.731604,-1.70242,0.0379299,23.06
0.748249,-1.69851,0.0380453,23.07
0.764853,-1.69442,0.0381614,23.08
0.781416,-1.69016,0.0382781,23.09
0.797935,-1.68573,0.0383954,23.1
0.814408,-1.68112,0.0385132,23.11
0.830834,-1.67634,0.0386316,23.12
0.847211,-1.67139,0.0387506,23.13
0.863538,-1.66626,0.0388701,23.14
0.879811,-1.66095,0.0389901,23.15
0.896031,-1.65548,0.0391108,23.16
0.912195,-1.64983,0.0392319,23.17
0.928301,-1.64401,0.0393535,23.18
0.944347,-1.63801,0.0394757,23.19
0.960333,-1.63184,0.0395984,23.2
0.976255,-1.6255,0.0397215,23.21
0.992113,-1.61899,0.0398452,23.22
1.0079,-1.61231,0.0399693,23.23
1.02363,-1.60545,0.0400939,23.24
1.03928,-1.59843,0.040219,23.25
1.05486,-1.59123,0.0403445,23.26
1.07037,-1.58387,0.0404704,23.27
1.08581,-1.57633,0.0405968,23.28
1.10116,-1.56863,0.0407236,23.29
1.11644,-1.56075,0.0408508,23.3
1.13164,-1.55271,0.0409784,23.31
1.14676,-1.5445,0.0411063,23.32
1.16179,-1.53612,0.0412347,23.33
1.17674,-1.52757,0.0413633,23.34
1.1916,-1.51886,0.0414924,23.35
1.20638,-1.50998,0.0416217,23.36
1.22106,-1.50094,0.0417514,23.37
1.23565,-1.49173,0.0418814,23.38
1.25015,-1.48236,0.0420117,23.39
1.26455,-1.47282,0.0421422,23.4
1.27886,-1.46312,0.042273,23.41
1.29307,-1.45326,0.0424041,23.42
1.30718,-1.44323,0.0425353,23.43
1.32119,-1.43305,0.0426668,23.44
1.33509,-1.4227,0.0427985,23.45
1.34889,-1.4122,0.0429304,23.46
1.36258,-1.40153,0.0430625,23.47
1.37617,-1.39071,0.0431947,23.48
1.38964,-1.37973,0.043327,23.49
1.403,-1.36859,0.0434595,23.5
1.41626,-1.3573,0.043592,23.51
1.42939,-1.34585,0.0437246,23.52
1.44241,-1.33425,0.0438573,23.53
1.45532,-1.32249,0.0439901,23.54
1.4681,-1.31059,0.0441228,23.55
1.48077,-1.29853,0.0442556,23.56
1.49331,-1.28631,0.0443883,23.57
1.50573,-1.27395,0.0445211,23.58
1.51802,-1.26144,0.0446537,23.59
1.53019,-1.24879,0.0447863,23.6
1.54223,-1.23598,0.0449188,23.61
1.55414,-1.22303,0.0450512,23.62
1.56592,-1.20994,0.0451834,23.63
1.57757,-1.1967,0.0453155,23.64
1.58908,-1.18332,0.0454474,23.65
1.60046,-1.16979,0.0455791,23.66
1.6117,-1.15613,0.0457106,23.67
1.62281,-1.14232,0.0458418,23.68
1.63377,-1.12838,0.0459727,23.69
1.6446,-1.1143,0.0461034,23.7
1.65528,-1.10008,0.0462337,23.71
1.66582,-1.08573,0.0463637,23.72
1.67621,-1.07124,0.0464933,23.73
1.68646,-1.05662,0.0466225,23.74
1.69656,-1.04187,0.0467513,23.75
1.70651,-1.02699,0.0468796,23.76
1.71631,-1.01198,0.0470075,23.77
1.72596,-0.996837,0.0471349,23.78
1.73546,-0.981571,0.0472617,23.79
1.7448,-0.96618,0.047388,23.8
1.75399,-0.950664,0.0475137,23.81
1.76302,-0.935026,0.0476388,23.82
1.77189,-0.919266,0.0477633,23.83
1.78061,-0.903385,0.0478871,23.84
1.78916,-0.887386,0.0480102,23.85
1.79756,-0.871269,0.0481326,23.86
1.80579,-0.855036,0.0482543,23.87
1.81386,-0.838688,0.0483751,23.88
1.82176,-0.822227,0.0484952,23.89
1.8295,-0.805654,0.0486145,23.9
1.83707,-0.78897,0.0487328,23.91
1.84447,-0.772177,0.0488503,23.92
1.8517,-0.755277,0.0489669,23.93
1.85877,-0.73827,0.0490825,23.94
1.86566,-0.721159,0.0491971,23.95
1.87238,-0.703945,0.0493107,23.96
1.87893,-0.686629,0.0494233,23.97
1.8853,-0.669213,0.0495348,23.98
1.89149,-0.651699,0.0496452,23.99
1.89751,-0.634087,0.0497545,24
1.90336,-0.61638,0.0498625,24.01
1.90902,-0.598579,0.0499694,24.02
1.91451,-0.580686,0.0500751,24.03
1.91982,-0.562702,0.0501795,24.04
1.92494,-0.54463,0.0502826,24.05
1.92988,-0.52647,0.0503844,24.06
1.93464,-0.508224,0.0504849,24.07
1.93922,-0.489894,0.050584,24.08
1.94362,-0.471481,0.0506816,24.09
1.94782,-0.452988,0.0507778,24.1
1.95185,-0.434416,0.0508725,24.11
1.95568,-0.415766,0.0509658,24.12
1.95933,-0.397041,0.0510574,24.13
1.96279,-0.378242,0.0511475,24.14
1.96606,-0.35937,0.0512361,24.15
1.96914,-0.340428,0.0513229,24.16
1.97203,-0.321418,0.0514081,24.17
1.97473,-0.30234,0.0514917,24.18
1.97724,-0.283198,0.0515735,24.19
1.97956,-0.263992,0.0516535,24.2
1.98168,-0.244724,0.0517318,24.21
1.98361,-0.225397,0.0518082,24.22
1.98535,-0.206011,0.0518828,24.23
1.98689,-0.18657,0.0519556,24.24
1.98823,-0.167074,0.0520264,24.25
1.98938,-0.147526,0.0520953,24.26
1.99034,-0.127927,0.0521622,24.27
1.9911,-0.10828,0.0522272,24.28
1.99166,-0.0885854,0.0522901,24.29
1.99202,-0.068846,0.052351,24.3
1.99218,-0.0490635,0.0524099,24.31
1.99215,-0.0292398,0.0524666,24.32
1.99192,-0.00937674,0.0525212,24.33
1.99149,0.0105237,0.0525737,24.34
1.99086,0.0304596,0.052624,24.35
1.99003,0.0504291,0.0526721,24.36
1.98899,0.0704302,0.052718,24.37
1.98776,0.090461,0.0527616,24.38
1.98633,0.11052,0.052803,24.39
1.9847,0.130604,0.052842,24.4
1.98286,0.150712,0.0528788,24.41
1.98083,0.170842,0.0529132,24.42
1.97859,0.190992,0.0529453,24.43
1.97615,0.21116,0.052975,24.44
1.97351,0.231344,0.0530023,24.45
1.97067,0.251542,0.0530271,24.46
1.96762,0.271751,0.0530496,24.47
1.96437,0.291971,0.0530696,24.48
1.96092,0.312199,0.0530871,24.49
1.95727,0.332432,0.0531021,24.5
1.95341,0.35267,0.0531147,24.51
1.94936,0.372909,0.0531247,24.52
1.94509,0.393149,0.0531321,24.53
1.94063,0.413386,0.0531371,24.54
1.93597,0.433619,0.0531395,24.55
1.9311,0.453846,0.0531393,24.56
1.92603,0.474065,0.0531365,24.57
1.92076,0.494273,0.0531312,24.58
1.91528,0.514469,0.0531232,24.59
1.90961,0.534651,0.0531126,24.6
1.90373,0.554816,0.0530995,24.61
1.89765,0.574963,0.0530837,24.62
1.89137,0.59509,0.0530652,24.63
1.88489,0.615194,0.0530442,24.64
1.87821,0.635273,0.0530205,24.65
1.87132,0.655325,0.0529941,24.66
1.86424,0.675349,0.0529652,24.67
1.85696,0.695342,0.0529336,24.68
1.84947,0.715303,0.0528993,24.69
1.84179,0.735228,0.0528624,24.7
1.83391,0.755116,0.0528229,24.71
1.82583,0.774966,0.0527807,24.72
1.81755,0.794774,0.0527359,24.73
1.80908,0.814539,0.0526884,24.74
1.80041,0.834259,0.0526384,24.75
1.79154,0.853931,0.0525857,24.76
1.78247,0.873555,0.0525304,24.77
1.77321,0.893127,0.0524725,24.78
1.76376,0.912645,0.052412,24.79
1.75411,0.932108,0.0523489,24.8
1.74426,0.951513,0.0522833,24.81
1.73422,0.970859,0.0522151,24.82
1.72399,0.990143,0.0521444,24.83
1.71357,1.00936,0.0520711,24.84
1.70295,1.02852,0.0519953,24.85
1.69215,1.0476,0.0519171,24.86
1.68115,1.06662,0.0518363,24.87
1.66997,1.08557,0.0517531,24.88
1.6586,1.10444,0.0516674,24.89
1.64704,1.12323,0.0515793,24.9
1.63529,1.14195,0.0514888,24.91
1.62335,1.16058,0.051396,24.92
1.61123,1.17914,0.0513007,24.93
1.59893,1.19761,0.0512032,24.94
1.58644,1.21599,0.0511033,24.95
1.57377,1.23429,0.0510011,24.96
1.56092,1.2525,0.0508967,24.97
1.54788,1.27061,0.05079,24.98
1.53467,1.28863,0.0506812,24.99
1.52128,1.30656,0.0505701,25
1.5077,1.32438,0.050457,25.01
1.49396,1.34211,0.0503417,25.02
1.48003,1.35973,0.0502243,25.03
1.46593,1.37725,0.0501048,25.04
1.45166,1.39466,0.0499833,25.05
1.43721,1.41197,0.0498599,25.06
1.42259,1.42917,0.0497345,25.07
1.40781,1.44625,0.0496071,25.08
1.39285,1.46322,0.0494779,25.09
1.37772,1.48008,0.0493468,25.1
1.36243,1.49681,0.0492139,25.11
1.34696,1.51343,0.0490792,25.12
1.33134,1.52993,0.0489428,25.13
1.31555,1.5463,0.0488046,25.14
1.2996,1.56255,0.0486648,25.15
1.28349,1.57867,0.0485234,25.16
1.26722,1.59466,0.0483803,25.17
1.25079,1.61052,0.0482357,25.18
1.2342,1.62625,0.0480896,25.19
1.21745,1.64185,0.047942,25.2
1.20056,1.65731,0.047793,25.21
1.18351,1.67263,0.0476426,25.22
1.1663,1.68781,0.0474908,25.23
1.14895,1.70284,0.0473377,25.24
1.13145,1.71774,0.0471834,25.25
1.1138,1.73249,0.0470278,25.26
1.096,1.74709,0.046871,25.27
1.07806,1.76155,0.046713,25.28
1.05998,1.77585,0.046554,25.29
1.04176,1.79,0.0463939,25.3
1.02339,1.804,0.0462327,25.31
1.00489,1.81784,0.0460706,25.32
0.986252,1.83153,0.0459075,25.33
0.967478,1.84505,0.0457436,25.34
0.94857,1.85842,0.0455788,25.35
0.92953,1.87162,0.0454131,25.36
0.91036,1.88466,0.0452467,25.37
0.89106,1.89753,0.0450795,25.38
0.871634,1.91024,0.0449117,25.39
0.852083,1.92277,0.0447432,25.4
0.832408,1.93514,0.0445741,25.41
0.812611,1.94733,0.0444044,25.42
0.792693,1.95935,0.0442342,25.43
0.772657,1.9712,0.0440635,25.44
0.752505,1.98287,0.0438923,25.45
0.732237,1.99436,0.0437207,25.46
0.711856,2.00567,0.0435488,25.47
0.691364,2.0168,0.0433765,25.48
0.670762,2.02775,0.043204,25.49
0.650053,2.03851,0.0430311,25.5
0.629237,2.04909,0.0428581,25.51
0.608318,2.05948,0.0426848,25.52
0.587296,2.06968,0.0425115,25.53
0.566174,2.07969,0.042338,25.54
0.544954,2.08952,0.0421644,25.55
0.523637,2.09914,0.0419908,25.56
0.502226,2.10858,0.0418172,25.57
0.480722,2.11782,0.0416437,25.58
0.459127,2.12686,0.0414702,25.59
0.437444,2.13571,0.0412968,25.6
0.415674,2.14435,0.0411235,25.61
0.393819,2.1528,0.0409504,25.62
0.371882,2.16104,0.0407775,25.63
0.349863,2.16908,0.0406048,25.64
0.327767,2.17692,0.0404324,25.65
0.305593,2.18455,0.0402603,25.66
0.283345,2.19198,0.0400885,25.67
0.261024,2.19919,0.039917,25.68
0.238633,2.2062,0.039746,25.69
0.216174,2.213,0.0395753,25.7
0.193648,2.21959,0.039405,25.71
0.171058,2.22596,0.0392353,25.72
0.148406,2.23213,0.039066,25.73
0.125694,2.23807,0.0388972,25.74
0.102924,2.24381,0.0387289,25.75
0.0800991,2.24932,0.0385612,25.76
0.0572203,2.25462,0.0383941,25.77
0.0342901,2.25971,0.0382276,25.78
0.0113108,2.26457,0.0380618,25.79
-0.0117155,2.26921,0.0378966,25.8
-0.0347866,2.27363,0.037732,25.81
-0.0579002,2.27783,0.0375682,25.82
-0.0810542,2.28181,0.037405,25.83
-0.104246,2.28556,0.0372426,25.84
-0.127474,2.28909,0.037081,25.85
-0.150736,2.29239,0.0369201,25.86
-0.174029,2.29547,0.03676,25.87
-0.197351,2.29832,0.0366007,25.88
-0.220701,2.30094,0.0364422,25.89
-0.244075,2.30334,0.0362846,25.9
-0.267471,2.3055,0.0361278,25.91
-0.290887,2.30744,0.0359719,25.92
-0.314321,2.30915,0.0358169,25.93
-0.337771,2.31062,0.0356627,25.94
-0.361234,2.31187,0.0355095,25.95
-0.384707,2.31288,0.0353572,25.96
-0.40819,2.31366,0.0352058,25.97
-0.431678,2.3142,0.0350554,25.98
-0.455171,2.31451,0.0349059,25.99
-0.478665,2.31459,0.0347574,26
-0.502159,2.31443,0.0346098,26.01
-0.525649,2.31404,0.0344633,26.02
-0.549134,2.31341,0.0343177,26.03
-0.572611,2.31255,0.0341731,26.04
-0.596079,2.31145,0.0340296,26.05
-0.619533,2.31011,0.0338871,26.06
-0.642973,2.30853,0.0337456,26.07
-0.666396,2.30672,0.0336051,26.08
-0.689799,2.30467,0.0334657,26.09
-0.713181,2.30238,0.0333273,26.1
-0.736538,2.29985,0.0331899,26.11
-0.759868,2.29709,0.0330536,26.12
-0.78317,2.29408,0.0329184,26.13
-0.80644,2.29084,0.0327843,26.14
-0.829676,2.28736,0.0326512,26.15
-0.852876,2.28364,0.0325192,26.16
-0.876037,2.27967,0.0323882,26.17
-0.899158,2.27547,0.0322584,26.18
-0.922235,2.27103,0.0321296,26.19
-0.945267,2.26635,0.0320019,26.2
-0.96825,2.26143,0.0318753,26.21
-0.991184,2.25627,0.0317497,26.22
-1.01406,2.25087,0.0316253,26.23
-1.03689,2.24523,0.031502,26.24
-1.05966,2.23936,0.0313797,26.25
-1.08236,2.23324,0.0312586,26.26
-1.10501,2.22688,0.0311385,26.27
-1.12759,2.22028,0.0310195,26.28
-1.1501,2.21345,0.0309016,26.29
-1.17255,2.20637,0.0307848,26.3
-1.19492,2.19906,0.0306691,26.31
-1.21721,2.19151,0.0305545,26.32
-1.23943,2.18372,0.030441,26.33
-1.26158,2.17569,0.0303286,26.34
-1.28364,2.16743,0.0302172,26.35
-1.30561,2.15893,0.030107,26.36
-1.3275,2.15019,0.0299978,26.37
-1.34931,2.14122,0.0298897,26.38
-1.37102,2.13201,0.0297827,26.39
-1.39263,2.12256,0.0296767,26.4
-1.41416,2.11288,0.0295719,26.41
-1.43558,2.10296,0.0294681,26.42
-1.45691,2.09281,0.0293654,26.43
-1.47813,2.08243,0.0292637,26.44
-1.49924,2.07181,0.0291631,26.45
-1.52025,2.06096,0.0290636,26.46
